timestamp,h2s_ppm,co_ppm,temperature,humidity,exposure_time_s,scenario,danger_level
495,2.005,8.304,41.2,60.1,495,normal,0
500,1.404,34.388,33.2,90.8,500,normal,1
505,1.901,8.204,34.1,93.5,505,normal,0
510,2.228,9.19,33.9,72.6,510,normal,0
515,1.665,22.24,35.6,67.7,515,normal,0
520,0.761,8.108,19.5,77.2,520,normal,0
525,1.782,3.738,41.0,52.1,525,normal,0
530,2.052,10.053,34.6,55.3,530,normal,0
535,0.0,5.085,30.9,51.4,535,normal,0
540,2.43,12.339,28.9,83.6,540,normal,0
545,0.0,0.0,26.3,80.0,545,normal,0
550,1.583,17.357,37.1,89.4,550,normal,0
555,1.969,4.483,23.7,68.1,555,normal,0
560,1.811,19.677,21.7,97.1,560,normal,0
565,2.505,4.191,40.3,69.8,565,normal,0
570,0.0,7.653,38.2,69.5,570,normal,0
575,1.396,14.24,33.0,50.4,575,normal,0
580,3.229,3.763,36.2,51.3,580,normal,0
585,0.579,21.222,37.8,82.2,585,normal,0
590,1.828,10.793,35.0,50.0,590,normal,0
595,0.85,22.976,25.3,61.0,595,normal,0
600,1.333,6.142,26.7,52.2,600,normal,0
605,2.799,5.362,40.5,70.4,605,normal,0
610,3.082,5.242,25.4,67.4,610,normal,0
615,2.959,12.158,28.8,76.2,615,normal,0
620,3.491,7.17,30.4,91.0,620,normal,0
625,0.638,7.101,29.9,94.6,625,normal,0
630,0.014,10.457,38.4,54.5,630,normal,0
635,0.977,37.906,40.4,50.0,635,normal,1
640,2.644,9.977,37.7,63.0,640,normal,0
645,0.202,14.038,39.1,85.9,645,normal,0
650,3.768,12.729,37.4,82.7,650,normal,0
655,1.52,7.543,25.3,52.3,655,normal,0
660,1.369,5.857,27.7,56.0,660,normal,0
665,0.621,4.825,34.7,62.2,665,normal,0
670,0.865,13.39,41.4,74.3,670,normal,0
675,1.812,6.968,37.8,51.0,675,normal,0
680,1.178,5.656,38.7,88.7,680,normal,0
685,3.058,11.293,29.8,76.2,685,normal,0
690,1.88,4.283,36.4,53.5,690,normal,0
695,1.116,15.852,30.1,66.1,695,normal,0
700,2.738,12.599,21.6,67.2,700,normal,0
705,1.449,10.545,19.7,51.3,705,normal,0
710,1.398,6.305,21.3,95.8,710,normal,0
715,1.01,8.673,31.2,93.0,715,normal,0
720,2.522,3.516,28.4,62.4,720,normal,0
725,2.037,20.454,30.2,68.0,725,normal,0
730,2.23,17.943,20.6,80.6,730,normal,0
735,0.844,13.227,23.2,78.8,735,normal,0
740,1.827,12.008,33.6,53.2,740,normal,0
745,2.387,7.173,19.5,87.6,745,normal,0
750,1.66,8.61,29.1,50.1,750,normal,0
755,3.409,329.692,35.7,54.3,755,frontiere,2
760,3.828,516.05,38.8,83.7,760,frontiere,3
765,4.696,265.883,31.1,80.8,765,frontiere,2
770,3.913,323.931,25.7,70.9,770,frontiere,2
775,3.417,314.413,37.9,66.7,775,frontiere,2
780,4.309,490.44,26.8,71.7,780,frontiere,3
785,5.611,170.633,38.0,60.7,785,frontiere,2
790,4.86,420.209,22.4,83.5,790,frontiere,3
795,3.645,508.923,38.0,50.0,795,frontiere,3
800,5.488,477.465,24.0,55.6,800,frontiere,3
805,7.52,352.827,26.6,69.6,805,frontiere,2
810,6.153,445.149,36.2,76.4,810,frontiere,3
815,5.55,397.578,33.1,63.0,815,frontiere,2
820,5.268,510.546,38.4,67.1,820,frontiere,3
825,3.975,253.449,41.6,74.0,825,frontiere,2
830,5.902,472.463,21.2,82.1,830,frontiere,3
835,6.028,360.075,26.0,81.1,835,frontiere,2
840,3.999,295.683,19.8,58.5,840,frontiere,2
845,5.858,124.415,38.7,55.3,845,frontiere,2
850,4.337,448.369,38.3,57.9,850,frontiere,3
855,7.509,453.368,33.7,79.2,855,frontiere,3
860,7.159,446.638,30.5,61.5,860,frontiere,3
865,5.823,452.886,23.3,50.6,865,frontiere,3
870,3.895,265.638,25.4,79.7,870,frontiere,2
875,4.859,393.51,40.7,85.6,875,frontiere,2
880,6.124,384.981,36.6,82.9,880,frontiere,2
885,8.242,473.19,34.2,58.2,885,frontiere,3
890,6.006,493.665,40.0,76.2,890,frontiere,3
895,3.709,249.962,31.6,51.9,895,frontiere,2
900,3.902,287.707,28.9,69.4,900,frontiere,2
905,6.27,452.151,39.0,70.5,905,frontiere,3
910,5.938,325.452,27.3,94.7,910,frontiere,2
915,2.375,344.703,20.8,70.1,915,frontiere,2
920,8.124,366.417,19.2,85.7,920,frontiere,2
925,3.378,335.353,40.2,57.4,925,frontiere,2
930,5.002,558.797,38.8,58.4,930,frontiere,3
935,5.16,427.013,40.0,80.2,935,frontiere,3
940,4.268,504.131,37.5,50.0,940,frontiere,3
945,4.055,451.886,41.3,78.5,945,frontiere,3
950,3.119,312.966,25.4,88.2,950,frontiere,2
955,5.558,194.174,24.9,90.4,955,frontiere,2
960,3.303,315.081,20.8,83.5,960,frontiere,2
965,6.416,461.386,31.2,51.3,965,frontiere,3
970,3.173,395.963,23.9,50.0,970,frontiere,2
975,6.525,428.34,29.5,61.6,975,frontiere,3
980,5.494,328.943,32.5,60.5,980,frontiere,2
985,3.983,288.079,25.3,84.1,985,frontiere,2
990,3.5,243.273,19.3,93.6,990,frontiere,2
995,5.807,528.281,38.7,76.5,995,frontiere,3
1000,6.378,315.128,32.4,89.1,1000,frontiere,2
1005,1.633,3.812,28.4,69.4,1005,normal,0
1010,0.833,11.963,23.0,66.8,1010,normal,0
1015,1.18,13.297,26.9,50.4,1015,normal,0
1020,2.657,15.059,36.5,65.0,1020,normal,0
1025,0.547,14.118,37.7,85.5,1025,normal,0
1030,1.196,8.272,23.1,80.6,1030,normal,0
1035,2.972,8.867,29.4,89.4,1035,normal,0
1040,2.454,2.641,23.2,81.6,1040,normal,0
1045,2.298,20.669,32.6,60.4,1045,normal,0
1050,2.567,7.877,21.3,80.9,1050,normal,0
1055,1.396,9.958,35.8,60.4,1055,normal,0
1060,2.784,12.332,33.5,64.9,1060,normal,0
1065,1.231,2.118,35.1,55.0,1065,normal,0
1070,0.576,0.0,39.4,58.0,1070,normal,0
1075,2.36,0.0,26.9,50.7,1075,normal,0
1080,2.712,1.463,20.7,74.5,1080,normal,0
1085,0.957,5.475,24.4,88.8,1085,normal,0
1090,1.767,20.943,18.4,68.7,1090,normal,0
1095,2.695,2.773,26.2,50.0,1095,normal,0
1100,3.033,19.169,21.0,69.5,1100,normal,0
1105,3.922,2.36,29.9,66.4,1105,normal,0
1110,3.721,9.473,30.8,75.3,1110,normal,0
1115,2.144,20.017,18.3,72.8,1115,normal,0
1120,0.317,15.048,41.1,68.6,1120,normal,0
1125,0.681,12.103,34.3,60.7,1125,normal,0
1130,0.167,4.214,36.6,82.1,1130,normal,0
1135,4.035,2.148,30.6,93.7,1135,normal,0
1140,1.312,0.0,21.0,50.5,1140,normal,0
1145,1.185,10.282,36.5,83.8,1145,normal,0
1150,1.647,1.625,20.9,62.5,1150,normal,0
1155,0.213,10.836,18.4,64.6,1155,normal,0
1160,3.432,3.756,36.6,69.9,1160,normal,0
1165,0.287,14.198,26.4,65.9,1165,normal,0
1170,2.078,2.562,18.1,65.0,1170,normal,0
1175,1.993,1.932,33.6,92.7,1175,normal,0
1180,0.0,11.982,38.3,50.0,1180,normal,0
1185,0.0,9.879,39.6,81.7,1185,normal,0
1190,1.259,26.635,36.8,67.0,1190,normal,1
1195,1.261,8.283,27.6,62.3,1195,normal,0
1200,1.657,9.712,19.6,61.1,1200,normal,0
1205,0.0,13.215,,72.1,1205,normal,0
1210,2.123,4.624,36.0,,1210,normal,0
1215,0.0,14.685,19.4,96.2,1215,normal,0
1220,1.939,15.862,40.7,81.5,1220,normal,0
1225,2.896,11.101,41.9,69.6,1225,normal,0
1230,0.0,22.011,41.1,50.0,1230,normal,0
1235,1.125,4.932,26.8,58.8,1235,normal,0
1240,1.045,10.534,22.7,55.9,1240,normal,0
1245,2.19,8.26,33.0,83.6,1245,normal,0
1250,2.881,4.531,31.9,53.5,1250,normal,0
1255,1.21,13.669,37.9,82.5,1255,montee,0
1260,0.905,9.782,25.4,92.2,1260,montee,0
1265,1.066,17.098,40.9,59.4,1265,montee,0
1270,1.177,16.089,26.5,72.3,1270,montee,0
1275,2.321,17.875,40.6,85.9,1275,montee,0
1280,1.923,16.253,20.5,68.7,1280,montee,0
1285,1.682,19.316,31.3,70.8,1285,montee,0
1290,2.729,18.763,22.7,90.4,1290,montee,0
1295,1.282,15.502,34.3,85.9,1295,montee,0
1300,2.354,31.485,38.7,80.3,1300,montee,1
1305,1.196,22.294,28.6,76.7,1305,montee,0
1310,1.451,11.153,21.9,81.8,1310,montee,0
1315,3.468,15.5,22.4,82.6,1315,montee,0
1320,2.847,22.9,,54.6,1320,montee,0
1325,1.313,15.205,22.0,50.0,1325,montee,0
1330,1.911,14.123,35.3,80.6,1330,montee,0
1335,2.191,15.839,30.4,54.6,1335,montee,0
1340,2.173,22.868,20.1,50.9,1340,montee,0
1345,2.196,18.543,22.0,92.2,1345,montee,0
1350,3.714,18.341,23.9,65.8,1350,montee,0
1355,2.952,20.569,20.6,60.5,1355,montee,0
1360,2.656,17.693,30.5,76.0,1360,montee,0
1365,2.481,25.346,23.9,51.6,1365,montee,1
1370,3.797,27.295,27.5,59.0,1370,montee,1
1375,3.927,18.355,23.4,95.1,1375,montee,0
1380,4.244,24.274,32.9,72.9,1380,montee,0
1385,4.258,15.464,28.1,68.2,1385,montee,0
1390,2.282,19.383,31.0,80.1,1390,montee,0
1395,1.935,28.584,34.9,53.8,1395,montee,1
1400,4.382,17.813,30.1,66.7,1400,montee,0
1405,4.002,19.537,39.0,74.6,1405,montee,0
1410,4.579,16.843,30.9,52.3,1410,montee,0
1415,4.687,26.374,32.6,51.8,1415,montee,1
1420,2.817,29.638,26.2,55.0,1420,montee,1
1425,6.384,20.71,34.7,55.5,1425,montee,1
1430,3.811,33.023,27.5,90.7,1430,montee,1
1435,4.765,22.017,23.0,73.5,1435,montee,0
1440,3.867,26.372,28.1,50.0,1440,montee,1
1445,7.022,40.947,37.2,50.0,1445,montee,1
1450,8.517,48.411,29.6,74.0,1450,montee,1
1455,6.134,22.117,33.2,79.1,1455,montee,1
1460,5.334,39.118,24.2,50.0,1460,montee,1
1465,5.127,32.565,35.5,71.1,1465,montee,1
1470,6.922,26.405,38.2,84.0,1470,montee,1
1475,4.644,43.911,38.3,67.8,1475,montee,1
1480,7.828,53.203,26.2,86.1,1480,montee,2
1485,6.075,30.396,29.0,56.1,1485,montee,1
1490,7.523,22.466,38.7,86.8,1490,montee,1
1495,7.094,52.478,29.3,50.8,1495,montee,2
1500,8.327,47.588,27.5,86.3,1500,montee,1
1505,0.88,0.0,41.1,50.0,1505,pic,0
1510,1.909,0.967,35.2,79.3,1510,pic,0
1515,0.695,1.867,33.0,93.6,1515,pic,0
1520,3.765,0.0,25.6,64.7,1520,pic,0
1525,1.652,1.444,19.9,71.3,1525,pic,0
1530,3.455,4.538,24.3,65.2,1530,pic,0
1535,5.339,10.508,38.1,89.5,1535,pic,1
1540,7.131,3.666,22.6,67.1,1540,pic,1
1545,10.504,15.635,40.5,50.0,1545,pic,1
1550,18.412,14.083,20.6,57.6,1550,pic,1
1555,15.321,18.058,32.6,53.4,1555,pic,1
1560,19.406,33.194,41.6,65.0,1560,pic,1
1565,28.027,29.299,30.6,58.7,1565,pic,2
1570,35.191,33.322,,78.8,1570,pic,2
1575,44.891,25.733,36.9,81.1,1575,pic,2
1580,34.633,46.476,32.6,89.6,1580,pic,2
1585,34.345,38.244,38.3,80.8,1585,pic,2
1590,45.966,36.558,20.3,50.3,1590,pic,2
1595,67.759,85.865,24.5,80.5,1595,pic,2
1600,66.983,116.073,29.2,66.5,1600,pic,2
1605,66.699,112.014,40.6,86.8,1605,pic,2
1610,85.812,127.378,41.6,58.6,1610,pic,2
1615,55.623,87.3,35.7,58.3,1615,pic,2
1620,86.702,145.921,24.3,57.6,1620,pic,2
1625,104.982,164.426,28.3,68.1,1625,pic,3
1630,94.767,128.894,39.9,50.0,1630,pic,2
1635,97.389,92.637,37.6,70.2,1635,pic,2
1640,109.388,109.643,27.1,71.5,1640,pic,3
1645,76.903,145.061,26.8,76.6,1645,pic,2
1650,64.974,110.252,29.7,55.0,1650,pic,2
1655,87.991,16.045,22.6,75.5,1655,pic,2
1660,81.169,57.435,41.3,60.1,1660,pic,2
1665,63.256,72.993,36.9,76.6,1665,pic,2
1670,50.288,95.438,41.4,83.0,1670,pic,2
1675,44.944,52.863,32.5,77.8,1675,pic,2
1680,28.517,66.726,40.1,63.1,1680,pic,2
1685,39.92,31.311,26.6,50.0,1685,pic,2
1690,33.668,28.03,38.5,82.9,1690,pic,2
1695,16.281,37.615,20.8,77.4,1695,pic,1
1700,23.017,24.98,29.6,52.8,1700,pic,2
1705,16.37,17.661,41.9,53.7,1705,pic,1
1710,9.919,11.178,19.8,78.6,1710,pic,1
1715,7.648,12.186,35.9,50.0,1715,pic,1
1720,8.075,13.105,34.0,71.4,1720,pic,1
1725,4.383,14.957,20.6,58.1,1725,pic,0
1730,3.14,0.0,31.7,60.7,1730,pic,0
1735,2.734,1.447,40.6,83.1,1735,pic,0
1740,2.572,3.081,41.7,56.0,1740,pic,0
1745,0.619,8.089,41.3,64.3,1745,pic,0
1750,0.166,0.664,26.3,50.5,1750,pic,0
1755,0.0,10.69,19.4,87.0,1755,normal,0
1760,3.926,10.34,34.9,61.4,1760,normal,0
1765,1.237,16.764,34.2,64.7,1765,normal,0
1770,0.0,4.49,36.2,67.0,1770,normal,0
1775,0.854,2.845,27.9,92.5,1775,normal,0
1780,0.107,11.422,24.0,54.6,1780,normal,0
1785,3.48,7.104,32.1,92.9,1785,normal,0
1790,0.801,12.851,27.1,50.9,1790,normal,0
1795,0.776,14.786,26.2,72.4,1795,normal,0
1800,2.894,5.908,21.9,81.0,1800,normal,0
1805,0.0,10.669,41.9,65.1,1805,normal,0
1810,0.0,12.946,26.5,67.3,1810,normal,0
1815,0.411,3.122,20.8,92.2,1815,normal,0
1820,1.79,23.2,28.0,66.2,1820,normal,0
1825,0.0,9.393,33.8,67.1,1825,normal,0
1830,1.21,7.709,33.6,50.0,1830,normal,0
1835,1.221,10.004,37.6,89.9,1835,normal,0
1840,2.523,18.771,33.6,91.7,1840,normal,0
1845,1.966,1.225,21.7,72.4,1845,normal,0
1850,1.214,21.476,32.5,74.2,1850,normal,0
1855,0.537,17.757,27.6,63.9,1855,normal,0
1860,2.852,25.529,21.1,68.5,1860,normal,1
1865,0.0,3.266,21.9,84.7,1865,normal,0
1870,0.9,19.857,23.0,51.9,1870,normal,0
1875,0.312,15.131,31.3,75.2,1875,normal,0
1880,2.212,17.983,39.0,72.0,1880,normal,0
1885,1.492,13.915,26.3,86.6,1885,normal,0
1890,1.666,10.157,31.0,50.5,1890,normal,0
1895,1.46,12.873,31.6,90.1,1895,normal,0
1900,1.096,5.489,27.5,62.0,1900,normal,0
1905,0.725,0.0,21.5,56.8,1905,normal,0
1910,0.507,7.528,28.4,76.1,1910,normal,0
1915,1.182,1.44,20.0,95.1,1915,normal,0
1920,2.785,17.02,36.2,73.3,1920,normal,0
1925,0.779,11.157,37.9,50.0,1925,normal,0
1930,1.776,11.334,29.5,77.4,1930,normal,0
1935,1.035,0.0,37.9,82.2,1935,normal,0
1940,2.139,12.617,24.7,93.8,1940,normal,0
1945,2.263,5.275,21.0,91.7,1945,normal,0
1950,1.308,17.625,41.3,52.1,1950,normal,0
1955,2.036,9.372,35.4,50.0,1955,normal,0
1960,1.208,16.936,27.8,72.5,1960,normal,0
1965,1.639,1.097,32.0,91.3,1965,normal,0
1970,0.0,17.886,34.1,68.9,1970,normal,0
1975,2.639,23.216,37.5,90.4,1975,normal,0
1980,0.056,8.25,18.5,97.6,1980,normal,0
1985,1.697,6.382,20.1,89.1,1985,normal,0
1990,2.432,10.787,24.8,54.9,1990,normal,0
1995,0.243,7.648,28.6,78.3,1995,normal,0
2000,0.945,13.484,27.2,50.5,2000,normal,0
2005,104.616,108.643,24.4,53.9,2005,dangereux,3
2010,53.078,376.295,40.3,60.4,2010,dangereux,2
2015,43.81,139.23,35.3,50.0,2015,dangereux,2
2020,47.728,77.227,35.5,60.5,2020,dangereux,2
2025,24.757,106.835,19.9,79.3,2025,dangereux,2
2030,101.568,326.706,25.9,66.8,2030,dangereux,3
2035,83.737,223.06,21.7,56.6,2035,dangereux,2
2040,72.145,530.455,26.7,52.3,2040,dangereux,3
2045,50.912,539.381,41.0,50.0,2045,dangereux,3
2050,67.395,114.501,31.0,52.6,2050,dangereux,2
2055,68.574,211.95,26.8,92.4,2055,dangereux,2
2060,112.924,243.463,24.2,95.1,2060,dangereux,3
2065,67.708,165.057,24.3,84.3,2065,dangereux,2
2070,59.867,292.707,32.4,88.7,2070,dangereux,2
2075,54.275,104.429,32.4,71.9,2075,dangereux,2
2080,33.21,232.755,23.4,57.0,2080,dangereux,2
2085,118.698,252.633,42.0,59.1,2085,dangereux,3
2090,72.697,147.373,28.4,83.9,2090,dangereux,2
2095,59.268,266.524,27.4,93.5,2095,dangereux,2
2100,28.77,132.898,36.3,73.8,2100,dangereux,2
2105,55.162,234.097,40.3,50.0,2105,dangereux,2
2110,56.747,138.286,25.3,70.7,2110,dangereux,2
2115,36.311,281.929,24.2,84.4,2115,dangereux,2
2120,26.794,69.284,,64.2,2120,dangereux,2
2125,82.185,106.629,27.9,93.8,2125,dangereux,2
2130,72.119,292.983,30.2,70.4,2130,dangereux,2
2135,41.774,268.137,27.3,91.5,2135,dangereux,2
2140,27.923,152.109,32.2,82.9,2140,dangereux,2
2145,71.919,317.218,39.0,60.7,2145,dangereux,2
2150,22.68,236.471,28.9,88.1,2150,dangereux,2
2155,50.762,314.229,27.8,85.8,2155,dangereux,2
2160,30.886,371.065,41.3,73.5,2160,dangereux,2
2165,38.343,279.133,36.6,83.7,2165,dangereux,2
2170,28.861,168.219,38.9,63.3,2170,dangereux,2
2175,45.585,75.841,20.2,69.2,2175,dangereux,2
2180,29.374,90.498,34.8,67.2,2180,dangereux,2
2185,43.832,273.394,36.9,62.1,2185,dangereux,2
2190,67.983,305.386,34.7,54.6,2190,dangereux,2
2195,63.941,219.006,37.3,71.0,2195,dangereux,2
2200,51.342,133.49,24.0,62.8,2200,dangereux,2
2205,65.949,49.471,37.3,,2205,dangereux,2
2210,39.418,272.694,24.0,95.2,2210,dangereux,2
2215,86.204,223.884,36.9,90.9,2215,dangereux,2
2220,24.201,263.986,28.8,70.2,2220,dangereux,2
2225,19.876,64.05,40.0,69.2,2225,dangereux,2
2230,63.635,259.935,36.3,57.2,2230,dangereux,2
2235,72.194,368.675,30.2,52.9,2235,dangereux,2
2240,78.425,164.275,24.5,50.0,2240,dangereux,2
2245,60.745,211.26,20.2,96.8,2245,dangereux,2
2250,101.808,82.254,25.9,80.1,2250,dangereux,3
2255,1.252,9.984,25.7,57.5,2255,montee,0
2260,0.854,27.448,25.4,95.2,2260,montee,1
2265,0.196,16.994,27.9,69.0,2265,montee,0
2270,2.208,17.022,31.9,93.6,2270,montee,0
2275,0.465,10.968,23.8,81.6,2275,montee,0
2280,1.321,14.487,35.2,74.6,2280,montee,0
2285,1.128,18.851,20.2,82.4,2285,montee,0
2290,1.062,15.196,19.6,78.7,2290,montee,0
2295,0.865,15.779,35.8,55.4,2295,montee,0
2300,1.598,26.489,38.2,50.0,2300,montee,1
2305,1.278,22.757,38.3,66.6,2305,montee,0
2310,0.488,5.175,23.2,55.5,2310,montee,0
2315,1.673,22.795,40.9,50.0,2315,montee,0
2320,1.555,23.52,22.8,65.9,2320,montee,0
2325,1.523,22.037,32.9,72.3,2325,montee,0
2330,1.994,24.29,21.1,63.6,2330,montee,0
2335,1.195,18.974,23.8,59.1,2335,montee,0
2340,1.386,26.015,27.9,81.4,2340,montee,1
2345,1.458,6.981,23.2,66.6,2345,montee,0
2350,1.715,13.318,27.4,94.6,2350,montee,0
2355,0.91,17.472,40.9,82.1,2355,montee,0
2360,1.593,22.699,23.8,52.1,2360,montee,0
2365,2.208,10.056,25.7,61.1,2365,montee,0
2370,1.658,27.26,30.2,84.3,2370,montee,1
2375,2.393,17.469,38.7,85.0,2375,montee,0
2380,1.544,32.513,26.7,81.0,2380,montee,1
2385,1.986,32.498,25.6,51.3,2385,montee,1
2390,2.216,34.508,34.9,50.0,2390,montee,1
2395,1.791,13.403,27.9,63.5,2395,montee,0
2400,1.086,23.746,34.7,82.4,2400,montee,0
2405,2.612,34.478,25.4,87.4,2405,montee,1
2410,2.638,26.982,25.1,69.9,2410,montee,1
2415,2.394,18.829,35.5,78.6,2415,montee,0
2420,2.691,22.835,41.8,54.3,2420,montee,0
2425,2.061,29.477,33.9,75.1,2425,montee,1
2430,2.073,19.425,40.0,51.5,2430,montee,0
2435,2.731,32.676,36.1,72.4,2435,montee,1
2440,3.241,42.171,24.7,71.4,2440,montee,1
2445,2.165,35.533,26.1,76.0,2445,montee,1
2450,4.585,34.201,39.4,71.5,2450,montee,1
2455,2.271,30.805,33.2,70.9,2455,montee,1
2460,2.58,25.939,19.3,61.4,2460,montee,1
2465,2.88,29.826,29.9,61.9,2465,montee,1
2470,4.019,31.855,22.4,73.5,2470,montee,1
2475,2.513,39.481,25.8,60.6,2475,montee,1
2480,2.466,46.208,29.2,53.6,2480,montee,1
2485,3.093,24.921,40.3,85.5,2485,montee,0
2490,2.925,47.168,35.1,50.6,2490,montee,1
2495,2.767,39.388,36.7,83.8,2495,montee,1
2500,4.059,23.908,36.5,50.5,2500,montee,0
2505,455.579,583.765,42.0,67.1,2505,critique,3
2510,316.357,352.413,35.7,68.8,2510,critique,3
2515,338.434,266.172,42.0,83.3,2515,critique,3
2520,328.238,135.466,34.3,61.7,2520,critique,3
2525,245.88,860.705,34.9,73.0,2525,critique,3
2530,163.984,832.825,27.2,86.0,2530,critique,3
2535,225.982,400.195,34.3,61.8,2535,critique,3
2540,113.951,568.499,23.0,60.6,2540,critique,3
2545,297.195,831.525,42.0,58.0,2545,critique,3
2550,247.4,1194.536,27.2,69.9,2550,critique,3
2555,308.364,373.705,31.6,50.0,2555,critique,3
2560,151.95,603.44,28.9,73.4,2560,critique,3
2565,402.069,406.349,39.4,61.3,2565,critique,3
2570,387.429,503.04,36.6,91.4,2570,critique,3
2575,212.586,380.631,31.4,59.0,2575,critique,3
2580,169.541,858.29,27.4,69.8,2580,critique,3
2585,188.18,698.625,40.1,53.8,2585,critique,3
2590,356.524,834.428,42.0,50.0,2590,critique,3
2595,304.061,920.781,34.3,82.9,2595,critique,3
2600,259.111,1157.863,31.5,73.6,2600,critique,3
2605,119.286,486.491,25.4,84.0,2605,critique,3
